pathway,group1,effect1,group2,effect2,difference,abs_difference,mannwhitney_statistic,mannwhitney_pvalue,comparison
alcohol_binary->renal28,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->vfd,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
cardio28->death90,Male_ND_vs_Any,-0.032487496088985,Female_ND_vs_Any,-0.0279108587171621,0.004576637371822897,0.004576637371822897,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
cns28->death90,Male_ND_vs_Any,-0.0147946990909729,Female_ND_vs_Any,-0.0136919359992565,0.0011027630917164015,0.0011027630917164015,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
coag28->death90,Male_ND_vs_Any,-0.0340965504791419,Female_ND_vs_Any,-0.0363382203587434,-0.0022416698796014975,0.0022416698796014975,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
hepatic28->death90,Male_ND_vs_Any,-0.0245595677212122,Female_ND_vs_Any,-0.0320134567968338,-0.0074538890756216045,0.0074538890756216045,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
icufd->death90,Male_ND_vs_Any,-0.0276244377914367,Female_ND_vs_Any,-0.0283657797358553,-0.0007413419444186019,0.0007413419444186019,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
orgfree28->death90,Male_ND_vs_Any,-0.0182625128194922,Female_ND_vs_Any,-0.018635710578832,-0.0003731977593397981,0.0003731977593397981,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
pulmon28->death90,Male_ND_vs_Any,-0.0069518898227899,Female_ND_vs_Any,-0.0070161030793822,-6.421325659229996e-05,6.421325659229996e-05,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
renal28->death90,Male_ND_vs_Any,-0.0188063107604863,Female_ND_vs_Any,-0.0200251221915669,-0.001218811431080602,0.001218811431080602,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
vfd->death90,Male_ND_vs_Any,-0.0272596681150372,Female_ND_vs_Any,-0.0262597276472309,0.0009999404678062984,0.0009999404678062984,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->cardio28,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->cns28,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->coag28,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->hepatic28,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->icufd,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->orgfree28,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->pulmon28,Male_ND_vs_Mod,-0.3753013612254738,Female_ND_vs_Mod,-1e-16,0.3753013612254737,0.3753013612254737,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->renal28,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
alcohol_binary->vfd,Male_ND_vs_Mod,-1e-16,Female_ND_vs_Mod,-1e-16,0.0,0.0,148.0,0.6516393859232297,9_Gender_ND_vs_MD
cardio28->death90,Male_ND_vs_Mod,-0.031572427878488,Female_ND_vs_Mod,-0.027308675731919,0.004263752146568999,0.004263752146568999,148.0,0.6516393859232297,9_Gender_ND_vs_MD
cns28->death90,Male_ND_vs_Mod,-0.0150703476207758,Female_ND_vs_Mod,-0.0131677307632971,0.0019026168574787002,0.0019026168574787002,148.0,0.6516393859232297,9_Gender_ND_vs_MD
coag28->death90,Male_ND_vs_Mod,-0.0338231993488518,Female_ND_vs_Mod,-0.0361714777996047,-0.0023482784507529025,0.0023482784507529025,148.0,0.6516393859232297,9_Gender_ND_vs_MD
hepatic28->death90,Male_ND_vs_Mod,-0.0243355497505894,Female_ND_vs_Mod,-0.031782282752376,-0.007446733001786596,0.007446733001786596,148.0,0.6516393859232297,9_Gender_ND_vs_MD
icufd->death90,Male_ND_vs_Mod,-0.0280519878573212,Female_ND_vs_Mod,-0.0276128485168072,0.0004391393405140005,0.0004391393405140005,148.0,0.6516393859232297,9_Gender_ND_vs_MD
orgfree28->death90,Male_ND_vs_Mod,-0.0181367268485567,Female_ND_vs_Mod,-0.0175595797649846,0.0005771470835721007,0.0005771470835721007,148.0,0.6516393859232297,9_Gender_ND_vs_MD
pulmon28->death90,Male_ND_vs_Mod,-0.0068308070459959,Female_ND_vs_Mod,-0.0067377544082102,9.305263778569984e-05,9.305263778569984e-05,148.0,0.6516393859232297,9_Gender_ND_vs_MD
renal28->death90,Male_ND_vs_Mod,-0.0188306834070641,Female_ND_vs_Mod,-0.0199385630976401,-0.0011078796905760017,0.0011078796905760017,148.0,0.6516393859232297,9_Gender_ND_vs_MD
vfd->death90,Male_ND_vs_Mod,-0.0274270430486555,Female_ND_vs_Mod,-0.0254563390252723,0.001970704023383202,0.001970704023383202,148.0,0.6516393859232297,9_Gender_ND_vs_MD
